diameter,density,gas_density,gas_viscosity,sphericity,voidage,umf
3113,2615,1.212,1.81E-05,0.943,0.45,135.57
312,2644,1.195676768,1.83E-05,1,0.45,7.96
315,1461,1.212,1.81E-05,1,0.45,9.7
316,2667,1.212,1.81E-05,1,0.45,9
316,2600,1.212,1.81E-05,1,0.45,6.7
317,2749,1.212,1.81E-05,1,0.45,8.4
318,797,1.212,1.81E-05,1,0.45,6
319,2480,1.212,1.81E-05,1,0.45,8.2
320,1040,1.212,1.81E-05,1,0.45,3.5
320,2120,1.212,1.81E-05,1,0.45,14.7
3200,900,1.212,1.81E-05,1,0.45,83
3200,940,1.212,1.81E-05,1,0.45,78
3200,1640,1.212,1.81E-05,1,0.45,107
3200,1640,1.212,1.81E-05,1,0.45,105.3
321,2635,1.212,1.81E-05,1,0.45,7.55
324,2740,1.212,1.81E-05,1,0.537,15
324,2740,1.212,1.81E-05,1,0.52,15
324,2740,1.212,1.81E-05,1,0.547,15
324,2740,1.212,1.81E-05,1,0.515,15
325,2550,1.212,1.81E-05,1,0.392,16.9
325,2650,1.212,1.81E-05,1,0.45,12
325,980,1.212,1.81E-05,1,0.45,6
325,2550,1.212,1.81E-05,1,0.45,10
3256,1131,1.212,1.81E-05,0.94,0.45,105
3256,1131,1.21,1.80E-05,1,0.45,109
3256,1131,1.212,1.81E-05,1,0.45,109.5
3256,1131,1.212,1.81E-05,1,0.45,105
327,2500,1.212,1.81E-05,1,0.45,8
327,2480,1.212,1.81E-05,1,0.45,8.6
328,1250,1.212,1.81E-05,1,0.45,4
328,939,1.212,1.81E-05,1,0.45,3.9
328,1250,1.212,1.81E-05,1,0.45,4.2
328,939,1.212,1.81E-05,1,0.45,3.218
329,3900,0.406776632,3.90E-05,1,0.45,8
329,3900,1.212,1.81E-05,1,0.45,12.5
329,3900,1.212,1.81E-05,0.53,0.54,12.5
330,2650,1.212,1.81E-05,1,0.45,7
330,2630,1.212,1.81E-05,1,0.45,9
330,3500,0.55,2.30E-05,1,0.45,10.5
3300,1000,1.212,1.81E-05,1,0.45,90
332,3023,1.212,1.81E-05,1,0.45,8.4
334,2650,1.18372,1.85E-05,0.86,0.41,9.1
334,2600,1.212,1.81E-05,1,0.45,9
334,2600,1.212,1.81E-05,1,0.6,9
337,2650,1.212,1.81E-05,1,0.45,9
340,2500,1.212,1.81E-05,1,0.45,9
340,2590,1.212,1.81E-05,1,0.45,8.78
3400,1100,1.212,1.81E-05,1,0.45,97
341,3135,1.212,1.81E-05,0.36,0.6305,9.5
341,3135,1.212,1.81E-05,0.325,0.6305,9.5
342,2430,1.212,1.81E-05,0.92,0.4,9
347,2500,1.2,1.79E-05,1,0.45,14.4
347,2550,1.212,1.81E-05,1,0.45,11
348,2640,1.212,1.81E-05,1,0.4,12
348,4570,1.212,1.81E-05,1,0.45,16.2
348,2640,2.4,1.81E-05,1,0.45,11
348,2640,1.212,1.81E-05,1,0.45,11
348,2640,2.4,1.81E-05,1,0.45,12
35,3530,1.212,1.81E-05,1,0.45,0.2
350,2500,1.212,1.81E-05,1,0.45,9.8
350,2500,1.212,1.81E-05,1,0.45,8.9
350,2600,1.2,1.80E-05,1,0.45,7.9
3500,1430,1.212,1.81E-05,1,0.45,115
3500,910,1.212,1.81E-05,1,0.45,90
3500,1200,1.212,1.81E-05,1,0.45,104
3500,964,1.212,1.81E-05,1,0.45,85
352,2700,1.212,1.81E-05,1,0.45,15
352,2700,1.225,1.79E-05,1,0.45,15
354,2500,1.212,1.81E-05,1,0.45,12.5
354,1738,1.212,1.81E-05,1,0.45,12.4
354.7,1161,1.212,1.81E-05,1,0.45,3.6
355,2500,1.212,1.81E-05,1,0.45,9.2
355,2600,0.316220837,4.55E-05,1,0.45,5.3
355,2560,0.316220837,4.55E-05,1,0.45,3.9
355,2560,1.203783051,1.82E-05,1,0.45,10
356,2650,1.212,1.81E-05,1,0.45,12.3
356.8,1200,1.212,1.81E-05,1,0.45,3.7
359,190,1.212,1.81E-05,1,0.45,9.2
359,650,1.212,1.81E-05,1,0.66,9.9
360,2600,1.212,1.81E-05,1,0.6,9
360,4570,1.212,1.81E-05,0.856,0.411,16.71
360,2560,1.212,1.81E-05,1,0.45,14.4
360,2900,0.316220837,4.55E-05,1,0.45,4.4
3600,1300,1.212,1.81E-05,1,0.45,111
3600,2570,1.212,1.81E-05,1,0.45,200
361,2600,1.212,1.81E-05,1,0.45,11
361,2480,1.212,1.81E-05,1,0.45,12.3
361,2600,1.205,1.85E-05,1,0.45,10.6
361,1545,1.212,1.81E-05,1,0.45,6.5
3625,2016,1.212,1.81E-05,1,0.45,106
363,1350,1.212,1.81E-05,1,0.45,5.37
3667,913,1.212,1.81E-05,1,0.45,100
367,2200,1.212,1.81E-05,1,0.45,1.6
3675,2234,1.212,1.81E-05,1,0.45,120
368,2300,1.212,1.81E-05,1,0.45,9
368,2650,1.212,1.81E-05,1,0.4,6.8
368,2650,1.212,1.81E-05,1,0.514,6.8
368,2650,1.212,1.81E-05,1,0.45,12.4
368,2410,1.212,1.81E-05,1,0.45,14.9
3700,1400,1.212,1.81E-05,1,0.45,118
372,2100,1.212,1.81E-05,1,0.45,10.9
375,600,1.212,1.81E-05,1,0.45,3.2
375,1169,1.212,1.81E-05,1,0.45,5.4
375,796,1.212,1.81E-05,1,0.45,3.7
376,2722,1.212,1.81E-05,1,0.45,11
376,3760,1.212,1.81E-05,1,0.45,16.7
376.1,1390,1.212,1.81E-05,1,0.45,6.7
3760,1050,1.2,1.80E-05,1,0.45,102
3760,1050,1.212,1.81E-05,1,0.45,102
377.5,4600,1.212,1.81E-05,1,0.45,22.9
378,715,1.212,1.81E-05,1,0.45,10
378,3250,1.212,1.81E-05,0.82,0.45,13.7
379,2650,1.212,1.81E-05,1,0.52,9
379,2650,0.342,1.81E-05,1,0.52,5.2
38,1450,1.212,1.81E-05,1,0.45,7
380,2464,1.212,1.81E-05,1,0.45,11
380,2464,1.212,1.81E-05,1,0.407,10.7
3800,2000,1.212,1.81E-05,1,0.45,146
385,2500,1.212,1.81E-05,1,0.45,9.6
385,2520,1.212,1.81E-05,1,0.45,14.3
385,2500,1.212,1.81E-05,1,0.45,9.4
3850,385,1.184,6.97E-05,1,0.45,32.3
388,935,1.212,1.81E-05,1,0.45,8
39,3186,1.212,1.81E-05,1,0.45,0.342
390,8920,1.212,1.81E-05,1,0.45,45
390,2700,1.212,1.81E-05,1,0.45,14
390,2650,1.212,1.81E-05,1,0.45,14
393,939,1.212,1.81E-05,1,0.45,5.5
396,1300,1.212,1.81E-05,1,0.45,8
398,2650,1.212,1.81E-05,1,0.45,13
40,3210,1.204,1.85E-05,1,0.45,0.5
40,1580,1.212,1.81E-05,1,0.45,0.13
40,1280,1.212,1.81E-05,1,0.45,0.25
40,1680,1.212,1.81E-05,1,0.45,0.21
400,1600,1.212,1.81E-05,1,0.45,3
400,2500,1.212,1.81E-05,1,0.45,11
400,2530,1.212,1.81E-05,0.86,0.45,11.99
400,2500,1.212,1.81E-05,1,0.45,14
400,1840,1.212,1.81E-05,1,0.45,19.4
400,2500,1.212,1.81E-05,1,0.45,15
400,930,1.212,1.81E-05,1,0.45,6
400,2300,1.212,1.81E-05,1,0.45,1.76
400,961,1.212,1.81E-05,1,0.45,9
400,2600,1.2,1.80E-05,1,0.45,10.7
4000,920,1.3,1.80E-05,1,0.42,99
4000,366,1.18415,7.40E-05,1,0.45,34.3
4000,2700,1.205,1.80E-05,1,0.45,177
4040,2526,1.212,1.81E-05,1,0.45,177
405,2650,1.212,1.81E-05,1,0.45,16.4
4070,1315,1.212,1.81E-05,1,0.45,110
41,6690,1.2,1.80E-05,1,0.42,0.5
410,2650,0.316220837,4.55E-05,1,0.45,5.8
410,1100,1.212,1.81E-05,1,0.45,2.8
411,2680,2.83,4.60E-05,1,0.45,5.443
416,2650,1.18372,1.85E-05,0.86,0.4,13.8
416,61.1,1.212,1.81E-05,1,0.45,1.7
420,3700,1.212,1.81E-05,1,0.45,26
420,1780,1.212,1.81E-05,1,0.45,21.2
420,1460,1.212,1.81E-05,1,0.45,15.7
420,3700,0.593839465,3.05E-05,1,0.45,26
420,2640,1.212,1.81E-05,1,0.45,18.2
420,2650,1.225,1.80E-05,1,0.45,20
421,2600,1.212,1.81E-05,1,0.45,25.2
425,2500,1.212,1.81E-05,1,0.45,19.4
426,2740,1.212,1.81E-05,1,0.535,37
426,2740,1.212,1.81E-05,1,0.512,34
426,2740,1.212,1.81E-05,1,0.516,37
426,2740,1.212,1.81E-05,1,0.52,28
427.5,1600,1.212,1.81E-05,1,0.45,9.5
427.5,2712.968,1.212,1.81E-05,0.86,0.473,15.6
427.5,2722.488,1.212,1.81E-05,0.98,0.482,11
429,2550,1.212,1.81E-05,1,0.45,17
43.4,1369,1.212,1.81E-05,1,0.45,0.236
432,1520,1.212,1.81E-05,1,0.45,6.1
444,2650,0.328203327,4.45E-05,1,0.45,5.719
448,888,1.212,1.81E-05,1,0.45,8
450,2500,1.212,1.81E-05,1,0.45,19.6
450,965,4.548,1.81E-05,0.75,0.601,10
450,2480,1.212,1.81E-05,1,0.45,27.5
450,2650,0.564365971,3.14E-05,1,0.45,17.5
450,1551,1.212,1.81E-05,1,0.45,13
450,2600,1.212,1.81E-05,1,0.45,15.3
452,2490,1.212,1.81E-05,1,0.45,16.8
457,4540,1.212,1.81E-05,1,0.45,34.5
46,2390,1.212,1.81E-05,1,0.45,0.24
46.5,2500,1.212,1.81E-05,1,0.45,0.24
460,2600,1.19166443,1.84E-05,1,0.45,26
460,2660,1.225,1.80E-05,1,0.45,16.5
460,2600,1.212,1.81E-05,1,0.45,18
460,2490,1.187236,1.85E-05,1,0.45,19.5
460,2660,1.212,1.81E-05,1,0.45,19
460,2480,1.212,1.81E-05,1,0.45,17.1
460,1670,1.212,1.81E-05,1,0.45,23
460,1300,1.212,1.81E-05,1,0.45,13.5
460,2330,1.212,1.81E-05,1,0.45,16
460.25,2330,1.212,1.81E-05,1,0.44,16
462,2500,1.212,1.81E-05,1,0.45,13.5
462,2500,1.212,1.81E-05,1,0.45,14.1
463,2420,0.384741062,4.03E-05,1,0.45,2.17
463,2630,1.212,1.81E-05,1,0.45,16
463,2500,1.212,1.81E-05,1,0.45,15
464,1554,1.212,1.81E-05,1,0.45,25.06
464,2650,1.212,1.81E-05,1,0.45,26.94
464,2833,1.212,1.81E-05,1,0.45,41.09
469,2680,1.212,1.81E-05,1,0.45,18.5
470,2700,1.212,1.81E-05,1,0.45,14
470,2560,1.212,1.81E-05,1,0.45,19.2
470,2469,1.212,1.81E-05,1,0.45,20
472,1414,1.212,1.81E-05,1,0.45,8.1
475,2600,1.212,1.81E-05,1,0.45,13.8
475,2500,1.212,1.81E-05,1,0.45,28
475,2510,1.212,1.81E-05,1,0.45,19.8
476,2500,0.338851145,4.36E-05,1,0.45,26
479,1476,1.212,1.81E-05,1,0.45,13.5
48,2990,1.212,1.81E-05,1,0.45,0.31
480,2640,1.212,1.81E-05,1,0.45,18
483,2650,1.212,1.81E-05,1,0.45,16.5
485,2500,1.2,1.80E-05,1,0.45,18
485,2500,1.225,1.79E-05,1,0.45,18
485,2500,1.212,1.81E-05,1,0.45,19
485,2650,1.212,1.81E-05,1,0.45,20.2
485,2500,1.212,1.80E-05,1,0.45,18
485,2500,1.212,1.81E-05,1,0.45,18
486,2100,1.212,1.81E-05,1,0.45,18.7
487,918,4.548,1.81E-05,0.73,0.628,11
490,2640,1.212,1.81E-05,1,0.45,18.2
490,2640,1.212,1.81E-05,1,0.45,15
491,2620,1.212,1.81E-05,1,0.45,20
499,2480,1.212,1.81E-05,1,0.45,22.22
50,1440,1.212,1.81E-05,1,0.393,0.2
50,440,1.212,1.81E-05,1,0.45,0.05
500,900,1.212,1.81E-05,1,0.45,11
500,2400,0.29,3.60E-05,1,0.45,11
500,2500,1.225,1.79E-05,1,0.45,19
500,2540,1.212,1.81E-05,1,0.45,22
500,400,1.212,1.81E-05,1,0.45,4.9
500,2540,1.212,1.81E-05,1,0.45,22.5
500,7100,1.212,1.81E-05,1,0.45,64
500,2500,1.225,1.81E-05,1,0.45,18
500,2500,1.225,1.88E-05,1,0.45,19
500,500,1.212,1.81E-05,1,0.398,12
500,2500,1.18,1.80E-05,0.58,0.45,19
500,2500,1.18,1.80E-05,0.58,0.45,18
500,2580,1.212,1.81E-05,1,0.45,19.4
500,950,1.212,1.81E-05,1,0.45,12
500,2540,1.212,1.81E-05,1,0.45,22
500,2660,1.212,1.81E-05,1,0.402,25
500,2525,1.212,1.81E-05,1,0.45,22
500,2700,1.225,1.79E-05,1,0.45,27
500,2700,1.212,1.81E-05,1,0.45,31.8
500,2540,1.212,1.81E-05,1,0.44,22
500,2660,1.212,1.80E-05,1,0.45,25
500,2500,1.212,1.81E-05,1,0.45,18
500,2540,1.212,1.81E-05,1,0.45,23
500,2610,1.2,1.40E-05,1,0.45,28.2
500,2650,1.212,1.81E-05,0.6,0.46,36
500,2490,1.212,1.81E-05,1,0.45,20
500,2600,1.225,1.79E-05,1,0.4,23
500,9000,1.212,1.81E-05,1,0.45,64
500,2500,1.212,1.81E-05,1,0.45,22
500,2500,1.212,1.81E-05,1,0.45,17.1
500,2540,1.22,1.79E-05,1,0.45,24
500,3890,1.212,1.81E-05,1,0.45,10
500,900,1.212,1.81E-05,1,0.45,13
500,2500,1.212,1.81E-05,1,0.45,25
500,2000,1.2,1.80E-05,1,0.58,15
500,2660,1.2,1.85E-05,1,0.45,25
500,2660,1.212,1.81E-05,1,0.45,25
500,2500,1.212,1.81E-05,1,0.45,21
500,2000,1.2,1.80E-05,1,0.45,30
500,2660,1.212,1.80E-05,1,0.45,23.4
500,6000,1.212,1.81E-05,1,0.45,25.4
500,1060,1.212,1.81E-05,1,0.45,13
500,2560,1.212,1.81E-05,1,0.45,22
500,2450,1.212,1.81E-05,1,0.45,22.9
500,2660,1.2,1.81E-05,1,0.45,25
500,1600,1.212,1.81E-05,1,0.45,12
500,2500,1.212,2.00E-05,1,0.45,18
5000,1052,1.212,1.81E-05,1,0.45,270
5000,960,1.212,1.81E-05,1,0.45,120
503,2818,1.212,1.81E-05,0.66,0.45,27
510,2900,0.301712829,4.68E-05,1,0.45,14
510,2900,0.31537833,4.55E-05,1,0.45,14
510,2184,1.212,1.81E-05,1,0.45,38.6
512,2645,0.316220837,4.55E-05,1,0.45,8.9
512,1551,0.316220837,4.55E-05,1,0.45,5.7
512,2560,0.384741062,4.03E-05,1,0.45,10
512,2560,1.18372,1.85E-05,1,0.45,19
515,2530,1.212,1.81E-05,1,0.45,25
515,2530,0.316220837,4.55E-05,1,0.45,25
515,3810,1.212,1.81E-05,1,0.45,32
52,1470,1.212,1.81E-05,1,0.4,1.8
52,4580,1.212,1.81E-05,1,0.45,1.2
52.2,1500,1.212,1.81E-05,1,0.45,1.7
520,2500,1.212,1.80E-05,1,0.45,30
520,1468,1.212,1.81E-05,1,0.45,22.1
5290,1450,1.212,1.81E-05,1,0.45,138
53,2450,1.212,1.81E-05,1,0.45,0.51
53,2523,1.212,1.81E-05,1,0.45,0.4329
53,1730,1.212,1.81E-05,1,0.45,0.113
53,2990,1.212,1.81E-05,1,0.45,0.47
530,1530,1.212,1.81E-05,1,0.45,33.2
5300,1442,1.212,1.81E-05,1,0.45,158
535,2480,1.212,1.81E-05,1,0.45,21.8
54,930,1.1795,1.89E-05,1,0.45,0.25
54,1439,1.212,1.81E-05,1,0.4,0.16
54,870,1.212,1.81E-05,1,0.45,0.24
54,1530,1.212,1.81E-05,1,0.45,0.2
54,1439,2.4,1.81E-05,1,0.45,0.16
54,1350,1.212,1.81E-05,1,0.45,0.17
54.5,963,1.212,1.81E-05,1,0.45,0.17
540,1550.5,1.212,1.81E-05,1,0.45,13
541,1550.5,1.212,1.81E-05,1,0.5,13
543,658.5,1.212,1.81E-05,0.73,0.45,12.29
545,2600,1.212,1.81E-05,1,0.45,10
545,2540,1.212,1.81E-05,1,0.45,20.5
55,2511,1.212,1.81E-05,1,0.45,0.5
55,2540,1.212,1.81E-05,1,0.45,0.4
550,2500,1.212,1.81E-05,1,0.45,24
550,2600,1.212,1.81E-05,1,0.43,21.7
550,2650,1.212,1.81E-05,1,0.45,14
550,1300,1.212,1.81E-05,1,0.56,16.3
550,1000,1.212,1.81E-05,1,0.6,16.8
550,1300,1.212,1.81E-05,1,0.45,18.4
550,2500,1.212,1.81E-05,1,0.45,22
550,2907,1.212,1.81E-05,1,0.45,10.8
550,2712.342,1.212,1.81E-05,0.86,0.371,21.79
550,2712.342,1.212,1.81E-05,0.86,0.492,21.79
550,2600,1.212,1.81E-05,1,0.45,21.3
550,2712.342,1.212,1.81E-05,0.86,0.371,13.45
550,2510,1.212,1.81E-05,1,0.45,14.6
550,2600,1.212,1.81E-05,1,0.45,21.7
550,2600,1.2,1.81E-05,1,0.45,22
550,2500,1.212,1.81E-05,1,0.45,28.7
550,2500,1.212,1.81E-05,1,0.45,24
550,2650,7.2,1.81E-05,1,0.45,9
550,2500,1.22,1.79E-05,1,0.45,24
550,4000,1.212,1.81E-05,1,0.45,40.1
550,2701.634,1.212,1.81E-05,0.98,0.494,16.4
550,1600,1.212,1.81E-05,1,0.45,14
550,2500,1.212,1.81E-05,1,0.45,19.2
550,2701.634,1.212,1.81E-05,0.98,0.373,9.33
550,2500,1.212,1.81E-05,1,0.45,21
550,1079,1.212,1.81E-05,1,0.45,20
550,2500,1.212,1.81E-05,1,0.45,16.9
550,1300,1.212,1.81E-05,1,0.55,18.4
550,1000,1.212,1.81E-05,1,0.61,17.1
550,2600,1.212,1.81E-05,1,0.42,20.2
550,2500,1.212,1.81E-05,1,0.45,27
550,1000,1.212,1.81E-05,1,0.45,17.1
56,2390,1.212,1.81E-05,1,0.45,0.28
560,2520,1.212,1.85E-05,1,0.45,42
560,2520,1.212,1.81E-05,1,0.45,40
5600,2254,1.212,1.81E-05,1,0.402,280
563,1460,1.212,1.81E-05,1,0.45,12.8
564,2421,1.212,1.81E-05,1,0.45,28
566,2648.1,1.212,1.81E-05,1,0.4,27
570,2632.3,1.212,1.81E-05,1,0.45,27
58,1350,1.212,1.81E-05,1,0.45,0.2
58.9,2425,1.212,1.81E-05,1,0.45,0.79
582,1762,1.212,1.81E-05,1,0.45,26
587,2650,1.212,1.81E-05,1,0.45,21.3
588,2480,1.212,1.81E-05,1,0.45,25.3
59,1550,1.212,1.81E-05,1,0.45,0.354
59,6690,1.2,1.80E-05,1,0.46,0.65
59,3120,1.212,1.81E-05,1,0.45,0.36
59.1,1484,1.212,1.81E-05,1,0.45,0.35
590,3160,1.212,1.81E-05,1,0.57,40
590,3670,1.212,1.81E-05,1,0.53,50
594,921,1.212,1.81E-05,1,0.45,16
595,2550,1.212,1.81E-05,1,0.395,35.2
595,1400,1.212,1.81E-05,1,0.45,25
597,1216,1.212,1.81E-05,1,0.45,13
60,8900,1.212,1.81E-05,1,0.45,3
60,10600,1.212,1.81E-05,1,0.45,3
60,1500,1.212,1.81E-05,1,0.45,0.47
60,8800,1.212,1.81E-05,1,0.45,2
60,1200,1.212,1.81E-05,1,0.45,0.2
60,2309,1.212,1.81E-05,1,0.45,0.8
60,2500,1.212,1.81E-05,1,0.45,0.26
60,1200,1.212,1.81E-05,1,0.45,0.23
60,2500,1.212,1.81E-05,1,0.45,0.33
60,1500,1.225,1.79E-05,1,0.45,0.47
60,1000,1.225,1.80E-05,1,0.45,0.119
60,2209,1.212,1.81E-05,1,0.45,0.8
60,1480,1.212,1.81E-05,1,0.45,0.22
600,2600,1.2,1.80E-05,1,0.45,22.5
600,4800,1.212,1.81E-05,1,0.501,59
600,4050,1.212,1.81E-05,1,0.498,51
600,1500,1.212,1.81E-05,1,0.526,21
600,1500,1.212,1.81E-05,1,0.516,17
600,1362,1.212,1.81E-05,0.85,0.45,32
600,4050,1.212,1.81E-05,1,0.476,47
600,2650,0.347131965,4.30E-05,1,0.45,15
600,2740,1.212,1.81E-05,1,0.52,44
600,4800,1.212,1.81E-05,1,0.531,54
600,1847,1.212,1.81E-05,1,0.45,37
600,2204,1.212,1.81E-05,1,0.45,46.3
600,2740,1.212,1.81E-05,1,0.526,49
600,4800,1.212,1.81E-05,1,0.568,60
600,4050,1.212,1.81E-05,1,0.522,51
600,1500,1.212,1.81E-05,1,0.543,31
600,2740,1.212,1.81E-05,1,0.488,43
600,4800,1.212,1.81E-05,1,0.527,56
600,2740,1.212,1.81E-05,1,0.496,39
600,4050,1.212,1.81E-05,1,0.546,49
600,1500,1.212,1.81E-05,1,0.563,23
6000,1800,1.212,1.81E-05,1,0.45,180
605,950,1.212,1.81E-05,1,0.45,10
605,3760,1.212,1.81E-05,1,0.45,43.3
609,918,1.212,1.81E-05,1,0.45,12
61,1680,1.212,1.81E-05,1,0.45,0.32
610,2700,1.212,1.81E-05,1,0.45,27
610,2500,1.212,1.81E-05,1,0.45,44.6
610,1410,1.212,1.81E-05,1,0.45,40.6
611,2490,1.212,1.81E-05,1,0.45,26.1
612,2480,1.212,1.81E-05,1,0.45,31.48
617,1300,1.212,1.81E-05,1,0.45,17.8
624,2500,1.212,1.81E-05,1,0.45,23.2
625,920,1.212,1.81E-05,0.724,0.45,13.1
625,2100,1.212,1.81E-05,1,0.45,24.6
63,1530,1.17,1.75E-05,1,0.45,0.2
63,1530,1.2,1.80E-05,1,0.45,0.2
63.9,3210,1.212,1.81E-05,1,0.57,5.5
630,2540,1.212,1.81E-05,1,0.44,35.6
633,1465,1.212,1.81E-05,1,0.45,17.8
633,7105,1.212,1.81E-05,1,0.45,66
636,2650,1.212,1.81E-05,1,0.45,33.5
636,2500,1.212,1.81E-05,1,0.45,30.3
637,2255,1.212,1.81E-05,1,0.45,22.7
64,2990,1.212,1.81E-05,1,0.45,0.5
64,1890,1.212,1.81E-05,1,0.45,0.56
64,3210,1.212,1.81E-05,1,0.45,0.5
64,1960,1.212,1.81E-05,1,0.54,0.35
64,8730,1.22,1.79E-05,1,0.45,1.2
648,2640,1.212,1.81E-05,1,0.45,23.3
65,1600,1.212,1.81E-05,1,0.45,0.32
65,1720,1.212,1.81E-05,1,0.45,0.27
65,2500,4.548,1.81E-05,1,0.362,0.5
65,1780,1.225,1.79E-05,1,0.45,0.3
65,1780,1.225,1.79E-05,1,0.4,0.3
650,1100,1.212,1.81E-05,1,0.45,13
650,1350,1.212,1.81E-05,1,0.45,15.32
650,2907,1.212,1.81E-05,1,0.45,15.58
650,2650,1.152974026,1.89E-05,1,0.45,38
650,666,1.212,1.81E-05,0.35,0.58,15
650,1040,1.212,1.81E-05,1,0.45,10
651,4590,1.212,1.81E-05,1,0.45,71
653,918,1.212,1.81E-05,1,0.45,23
655,2500,1.212,1.81E-05,1,0.45,29
66,1880,1.212,1.81E-05,1,0.45,0.26
66,2500,1.212,1.81E-05,1,0.45,0.633
66,1398,1.212,1.81E-05,1,0.45,0.2
6640,1257,1.212,1.81E-05,1,0.45,147
665,939,1.212,1.81E-05,1,0.45,13.968
67,4000,1.19166443,1.84E-05,0.56,0.45,0.983
67,4000,1.172,1.86E-05,0.56,0.45,0.98
67,2214,1.212,1.81E-05,1,0.45,0.42
670,2700,1.212,1.81E-05,1,0.4,30
675,918,1.212,1.81E-05,1,0.45,20
677,2630,1.212,1.81E-05,1,0.45,18
677,2630,0.338205714,4.37E-05,1,0.45,16
68,873,1.212,1.81E-05,1,0.45,0.16
68,8730,1.212,1.81E-05,1,0.45,1.69
68,765,1.212,1.81E-05,0.617,0.489,0.1
680,1350,1.212,1.81E-05,1,0.45,47.9
683,2490,1.212,1.81E-05,1,0.45,30.4
687,2645,1.212,1.81E-05,1,0.45,25
6870,423,1.212,1.81E-05,1,0.45,127
69,1350,1.212,1.81E-05,1,0.45,0.27
69,2500,1.212,1.81E-05,1,0.45,1.88
69.4,1500,1.225,1.70E-05,1,0.45,0.35
693,2500,4.548,1.81E-05,0.9,0.371,37.5
697,2837,1.212,1.81E-05,1,0.45,39.24
70,1670,1.212,1.81E-05,1,0.45,0.3
70,1673,0.57184382,3.14E-05,1,0.45,0.3
70,3830,1.212,1.81E-05,1,0.45,1.5
70,1670,1.212,1.81E-05,1,0.45,0.3
70,1730,1.2,1.95E-05,1,0.45,0.33
70,3830,1.212,1.81E-05,1,0.45,0.8
70,1450,1.212,1.81E-05,1,0.45,0.3
70,1600,1.212,1.81E-05,1,0.45,0.25
70,2500,1.21,1.81E-05,0.95,0.45,6
70,1675,1.212,1.81E-05,1,0.45,0.3
70,1420,1.22,1.85E-05,1,0.45,0.23
70,1600,1.212,1.85E-05,1,0.45,0.32
70,1440,1.212,1.81E-05,1,0.45,0.7
70,1673,1.212,1.81E-05,1,0.45,0.3
70.77,2398.89,1.212,1.81E-05,0.826,0.45,4.5
700,2500,1.2,1.80E-05,1,0.45,35
700,2600,1.2,1.81E-05,1,0.45,42
700,2500,1.212,1.81E-05,1,0.45,35
700,2600,4.8,1.81E-05,1,0.45,31
700,2600,1.212,1.81E-05,1,0.45,46
700,2500,1.225,1.81E-05,1,0.45,35
700,1310,1.212,1.81E-05,1,0.45,47.9
700,2500,1.212,1.81E-05,1,0.45,32
700,2500,1.212,1.81E-05,1,0.45,44
700,1870,1.212,1.81E-05,1,0.45,42.1
700,2500,1.2,1.81E-05,1,0.45,32
700,2530,1.212,1.81E-05,0.86,0.45,30.2
701,3760,1.212,1.81E-05,1,0.45,44
709,5850,1.212,1.81E-05,1,0.45,67
71,3341,1.212,1.81E-05,1,0.45,0.8
715,1530,1.212,1.81E-05,1,0.48,36
715,629,1.212,1.81E-05,1,0.59,26.2
717,2785,1.212,1.81E-05,0.79,0.36,32
717,2638,1.212,1.81E-05,0.72,0.42,26
717,2610,1.212,1.81E-05,0.69,0.44,26
717,1545,1.212,1.81E-05,0.65,0.4625,19
718,702,1.212,1.81E-05,1,0.45,38
72,7579,1.212,1.81E-05,1,0.45,1.65
72,7579,1.212,1.81E-05,1,0.45,1.6
72.5,3950,1.212,1.81E-05,1,0.45,0.8
72.5,3970,1.212,1.81E-05,1,0.45,0.8
72.5,1474,1.212,1.81E-05,1,0.45,0.3
7200,365,1.212,1.81E-05,0.55,0.45,116
725,2645,1.212,1.81E-05,1,0.45,34
725,2466,1.212,1.81E-05,1,0.45,20
73,2990,1.212,1.81E-05,1,0.45,0.56
730,7400,1.212,1.81E-05,1,0.45,82
74,2340,1.212,1.81E-05,1,0.45,0.42
740,1120,1.212,1.81E-05,1,0.45,13
744,1474,1.212,1.81E-05,1,0.45,22
75,1500,1.212,1.81E-05,1,0.45,0.22
75,2190,1.212,1.81E-05,1,0.45,0.41
75,2157,1.212,1.81E-05,1,0.45,0.4
75,2260,1.212,1.81E-05,1,0.45,0.42
75,1200,1.212,1.81E-05,1,0.45,0.2
75,2224,1.212,1.81E-05,1,0.45,0.41
75,1500,1.225,1.80E-05,1,0.45,0.278
75,1398,1.212,1.81E-05,1,0.73,0.3
75,2600,1.212,1.81E-05,1,0.45,0.48
75,1770,1.212,1.81E-05,1,0.46,0.65
750,1140,1.212,1.81E-05,0.9,0.45,28.3
750,2500,1.212,1.81E-05,1,0.45,35
750,2640,1.212,1.81E-05,1,0.45,42
750,863,1.16,1.80E-05,1,0.45,14
750,2340,1.212,1.81E-05,0.71,0.45,55
750,2650,1.212,1.81E-05,1,0.45,30
750,3345,1.212,1.81E-05,1,0.45,46
750,1540,1.212,1.81E-05,1,0.45,24
750,1448,1.212,1.81E-05,1,0.45,20.7
750,1600,0.27,4.47E-05,1,0.45,15.9
750,863,1.212,1.81E-05,1,0.45,15
755,1446,1.212,1.81E-05,0.34,0.45,18.5
76,7900,1.212,1.81E-05,1,0.45,4.21
76,1400,1.172,1.86E-05,0.99,0.45,0.49
76,1400,1.212,1.81E-05,1,0.45,0.3
